"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.summary","Approve","Reject"
"3LN50BUKQ4ZNGH3MHHBLSGJ8KI9LPQ","3554GQY3BTM3I1SX3RLW70HB5K9SLD","Explain what you see in this science diagram.","Please describe in detail the content of the following diagram. Please describe the objects and entities, their relationships, and the overall message of the diagram.","diagram, explanation, objects","$0.20","Thu Oct 28 10:06:42 PDT 2021","1","BatchId:4587462;OriginalHitTemplateId:928390877;","36000","259200","Wed Nov 03 10:07:20 PDT 2021","","","3UOUJI6MTN2XU0Q12OI51ZXI9ZIXUX","A1V6CP5I0TOSAR","Submitted","Thu Oct 28 11:21:15 PDT 2021","Thu Oct 28 11:22:17 PDT 2021","Sun Oct 31 11:22:17 PDT 2021","","","","62","0% (0/0)","0% (0/0)","0% (0/0)","1993.png","This is showing a soil food web. It shows how plants, reptiles and animals relate to each other in the soil food web cycle."
"3OEWW2KGRSZMX53TP00IK36D14BODW","3554GQY3BTM3I1SX3RLW70HB5K9SLD","Explain what you see in this science diagram.","Please describe in detail the content of the following diagram. Please describe the objects and entities, their relationships, and the overall message of the diagram.","diagram, explanation, objects","$0.20","Thu Oct 28 10:06:42 PDT 2021","1","BatchId:4587462;OriginalHitTemplateId:928390877;","36000","259200","Wed Nov 03 10:07:20 PDT 2021","","","3S4AW7T80L63D8FX9ZOZD1413FRL4N","A34QZDSTKZ3JO9","Submitted","Thu Oct 28 17:50:00 PDT 2021","Thu Oct 28 17:50:15 PDT 2021","Sun Oct 31 17:50:15 PDT 2021","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","2005.png","The food chain and a food web are shown."
"39N6W9XWSMB133HMXDAOSF7CS6QGY9","3554GQY3BTM3I1SX3RLW70HB5K9SLD","Explain what you see in this science diagram.","Please describe in detail the content of the following diagram. Please describe the objects and entities, their relationships, and the overall message of the diagram.","diagram, explanation, objects","$0.20","Thu Oct 28 10:06:42 PDT 2021","1","BatchId:4587462;OriginalHitTemplateId:928390877;","36000","259200","Wed Nov 03 10:07:20 PDT 2021","","","3P529IW9K89DBOCMTGKI451SS3LLFS","A3QZMGTVA4VO44","Submitted","Thu Oct 28 10:43:22 PDT 2021","Thu Oct 28 10:45:03 PDT 2021","Sun Oct 31 10:45:03 PDT 2021","","","","101","0% (0/0)","0% (0/0)","0% (0/0)","4451.png","Different human foot print images with their arch size measurements."
"3909MD9T385XJY40MSSC3RFK9FLEFT","3554GQY3BTM3I1SX3RLW70HB5K9SLD","Explain what you see in this science diagram.","Please describe in detail the content of the following diagram. Please describe the objects and entities, their relationships, and the overall message of the diagram.","diagram, explanation, objects","$0.20","Thu Oct 28 10:06:42 PDT 2021","1","BatchId:4587462;OriginalHitTemplateId:928390877;","36000","259200","Wed Nov 03 10:07:20 PDT 2021","","","3TK8OJTYMB9SY6DALNIT38DYL9JVP1","A1V6CP5I0TOSAR","Submitted","Thu Oct 28 16:57:13 PDT 2021","Thu Oct 28 16:57:48 PDT 2021","Sun Oct 31 16:57:48 PDT 2021","","","","35","0% (0/0)","0% (0/0)","0% (0/0)","201.png","This is a tree diagram of the relational aspects of soil, trees and people."
"3R15W654WMH8GT41HUQASL9IPEVLQH","3554GQY3BTM3I1SX3RLW70HB5K9SLD","Explain what you see in this science diagram.","Please describe in detail the content of the following diagram. Please describe the objects and entities, their relationships, and the overall message of the diagram.","diagram, explanation, objects","$0.20","Thu Oct 28 10:06:42 PDT 2021","1","BatchId:4587462;OriginalHitTemplateId:928390877;","36000","259200","Wed Nov 03 10:07:20 PDT 2021","","","30IQTZXKAUUHEEEL4H4LCS9BTAM0X5","AFU00NU09CFXE","Submitted","Thu Oct 28 11:56:35 PDT 2021","Thu Oct 28 12:18:03 PDT 2021","Sun Oct 31 12:18:03 PDT 2021","","","","1288","0% (0/0)","0% (0/0)","0% (0/0)","4456.png","The footprint of a person with flat feet shows a large percentage of the foot touches the ground than in the footprint of someone with a normal or high arch."
"3DWNFENNFCJVWYT3GC7K93VLPX8J4V","3554GQY3BTM3I1SX3RLW70HB5K9SLD","Explain what you see in this science diagram.","Please describe in detail the content of the following diagram. Please describe the objects and entities, their relationships, and the overall message of the diagram.","diagram, explanation, objects","$0.20","Thu Oct 28 10:06:42 PDT 2021","1","BatchId:4587462;OriginalHitTemplateId:928390877;","36000","259200","Wed Nov 03 10:07:20 PDT 2021","","","3ATTHHXXWKCSL9V187TRIW97F4HIXW","A10NF5TK6IFNX6","Submitted","Thu Oct 28 10:16:50 PDT 2021","Thu Oct 28 10:20:14 PDT 2021","Sun Oct 31 10:20:14 PDT 2021","","","","204","0% (0/0)","0% (0/0)","0% (0/0)","2031.png","Abiotic features can be defined as all the non-living elements contributing to the ecosystem. For example at Ningaloo these include: water temperature, salt levels, oxygen, sea levels, wind speeds and acidity levels."
"31S7M7DAHPEL89WTYYK5XQK59LULTV","3554GQY3BTM3I1SX3RLW70HB5K9SLD","Explain what you see in this science diagram.","Please describe in detail the content of the following diagram. Please describe the objects and entities, their relationships, and the overall message of the diagram.","diagram, explanation, objects","$0.20","Thu Oct 28 10:06:42 PDT 2021","1","BatchId:4587462;OriginalHitTemplateId:928390877;","36000","259200","Wed Nov 03 10:07:20 PDT 2021","","","3WETL7AQW3W4TNT8HY39M7GY3Q5358","A34QZDSTKZ3JO9","Submitted","Thu Oct 28 19:41:51 PDT 2021","Thu Oct 28 19:44:07 PDT 2021","Sun Oct 31 19:44:07 PDT 2021","","","","136","0% (0/0)","0% (0/0)","0% (0/0)","4490.png","Different cells of different kinds of trees are being shown."
"3F6045TU8MC7NSM6BVCY1HSYFKA99M","3554GQY3BTM3I1SX3RLW70HB5K9SLD","Explain what you see in this science diagram.","Please describe in detail the content of the following diagram. Please describe the objects and entities, their relationships, and the overall message of the diagram.","diagram, explanation, objects","$0.20","Thu Oct 28 10:06:40 PDT 2021","1","BatchId:4587462;OriginalHitTemplateId:928390877;","36000","259200","Wed Nov 03 10:07:20 PDT 2021","","","3QAVNHZ3EWSIFXVEI0YQQ4Q1VQTLA6","AE861G0AY5RGT","Submitted","Thu Oct 28 18:57:51 PDT 2021","Thu Oct 28 19:06:15 PDT 2021","Sun Oct 31 19:06:15 PDT 2021","","","","504","0% (0/0)","0% (0/0)","0% (0/0)","1020.png","Plant leaves are shown including linear, oval, oblong, ovate, obovate, deltoid, cordate, elliptical, lanceolate."
"3R868ACW51018TRRTZC76MGEY0UGZ0","3554GQY3BTM3I1SX3RLW70HB5K9SLD","Explain what you see in this science diagram.","Please describe in detail the content of the following diagram. Please describe the objects and entities, their relationships, and the overall message of the diagram.","diagram, explanation, objects","$0.20","Thu Oct 28 10:06:42 PDT 2021","1","BatchId:4587462;OriginalHitTemplateId:928390877;","36000","259200","Wed Nov 03 10:07:20 PDT 2021","","","3IO1LGZLKJLMDOZSYY8A5U29F6886J","A1V6CP5I0TOSAR","Submitted","Thu Oct 28 14:42:02 PDT 2021","Thu Oct 28 14:42:37 PDT 2021","Sun Oct 31 14:42:37 PDT 2021","","","","35","0% (0/0)","0% (0/0)","0% (0/0)","2808.png","This illustration shows a ladybug with the word “Marquita”at the bottom"
"389A2A305X6RPW5WNJ3WAWSDI1JC0U","3554GQY3BTM3I1SX3RLW70HB5K9SLD","Explain what you see in this science diagram.","Please describe in detail the content of the following diagram. Please describe the objects and entities, their relationships, and the overall message of the diagram.","diagram, explanation, objects","$0.20","Thu Oct 28 10:06:42 PDT 2021","1","BatchId:4587462;OriginalHitTemplateId:928390877;","36000","259200","Wed Nov 03 10:07:20 PDT 2021","","","3HFNH7HEMR2UGLOUW5YW3C0Y3QQGQX","A34QZDSTKZ3JO9","Submitted","Thu Oct 28 18:14:10 PDT 2021","Thu Oct 28 18:14:32 PDT 2021","Sun Oct 31 18:14:32 PDT 2021","","","","22","0% (0/0)","0% (0/0)","0% (0/0)","2042.png","Different animals and producers interact with each other in a food web."
