"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","filename","summary","Approve","Reject"
"3LN50BUKQ4ZNGH3MHHBLSGJ8KI9LPQ","3554GQY3BTM3I1SX3RLW70HB5K9SLD","Explain what you see in this science diagram.","Please describe in detail the content of the following diagram. Please describe the objects and entities, their relationships, and the overall message of the diagram.","diagram, explanation, objects","$0.20","Thu Oct 28 10:06:42 PDT 2021","1","BatchId:4587462;OriginalHitTemplateId:928390877;","36000","259200","Wed Nov 03 10:07:20 PDT 2021","","","3UOUJI6MTN2XU0Q12OI51ZXI9ZIXUX","A1V6CP5I0TOSAR","Submitted","Thu Oct 28 11:21:15 PDT 2021","Thu Oct 28 11:22:17 PDT 2021","Sun Oct 31 11:22:17 PDT 2021","","","","62","0% (0/0)","0% (0/0)","0% (0/0)","1993.png","This is showing a soil food web. It shows how plants, reptiles and animals relate to each other in the soil food web cycle."
"3QGHA0EA1SO1NHEB2Q0M67VZ1LYBWO","3554GQY3BTM3I1SX3RLW70HB5K9SLD","Explain what you see in this science diagram.","Please describe in detail the content of the following diagram. Please describe the objects and entities, their relationships, and the overall message of the diagram.","diagram, explanation, objects","$0.20","Thu Oct 28 10:06:42 PDT 2021","1","BatchId:4587462;OriginalHitTemplateId:928390877;","36000","259200","Wed Nov 03 10:07:20 PDT 2021","","","33M4IA01QQP5E8YKYUN0WOAY2EURXV","A34QZDSTKZ3JO9","Submitted","Sat Oct 30 08:31:37 PDT 2021","Sat Oct 30 08:32:19 PDT 2021","Tue Nov 02 08:32:19 PDT 2021","","","","42","0% (0/0)","0% (0/0)","0% (0/0)","2002.png","Different animals and producers interact with each other in a food web."
"3VMV5CHJ0H35MHISN7NPKYFXD48GTK","3554GQY3BTM3I1SX3RLW70HB5K9SLD","Explain what you see in this science diagram.","Please describe in detail the content of the following diagram. Please describe the objects and entities, their relationships, and the overall message of the diagram.","diagram, explanation, objects","$0.20","Thu Oct 28 10:06:39 PDT 2021","1","BatchId:4587462;OriginalHitTemplateId:928390877;","36000","259200","Wed Nov 03 10:07:20 PDT 2021","","","3STRJBFXO6FCANC530D6693EUKFTKC","AE861G0AY5RGT","Submitted","Fri Oct 29 14:26:51 PDT 2021","Fri Oct 29 14:50:47 PDT 2021","Mon Nov 01 14:50:47 PDT 2021","","","","1436","0% (0/0)","0% (0/0)","0% (0/0)","1000.png","Three different types of feet are shown with a normal foot with a normal Arch, rigid foot with a broken Arch, and a flat foot with no Arch."
"3OEWW2KGRSZMX53TP00IK36D14BODW","3554GQY3BTM3I1SX3RLW70HB5K9SLD","Explain what you see in this science diagram.","Please describe in detail the content of the following diagram. Please describe the objects and entities, their relationships, and the overall message of the diagram.","diagram, explanation, objects","$0.20","Thu Oct 28 10:06:42 PDT 2021","1","BatchId:4587462;OriginalHitTemplateId:928390877;","36000","259200","Wed Nov 03 10:07:20 PDT 2021","","","3S4AW7T80L63D8FX9ZOZD1413FRL4N","A34QZDSTKZ3JO9","Submitted","Thu Oct 28 17:50:00 PDT 2021","Thu Oct 28 17:50:15 PDT 2021","Sun Oct 31 17:50:15 PDT 2021","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","2005.png","The food chain and a food web are shown."
"39N6W9XWSMB133HMXDAOSF7CS6QGY9","3554GQY3BTM3I1SX3RLW70HB5K9SLD","Explain what you see in this science diagram.","Please describe in detail the content of the following diagram. Please describe the objects and entities, their relationships, and the overall message of the diagram.","diagram, explanation, objects","$0.20","Thu Oct 28 10:06:42 PDT 2021","1","BatchId:4587462;OriginalHitTemplateId:928390877;","36000","259200","Wed Nov 03 10:07:20 PDT 2021","","","3P529IW9K89DBOCMTGKI451SS3LLFS","A3QZMGTVA4VO44","Submitted","Thu Oct 28 10:43:22 PDT 2021","Thu Oct 28 10:45:03 PDT 2021","Sun Oct 31 10:45:03 PDT 2021","","","","101","0% (0/0)","0% (0/0)","0% (0/0)","4451.png","Different human foot print images with their arch size measurements."
"3MJ28H2Y2NWRTSO0AUIZMRILONDO5O","3554GQY3BTM3I1SX3RLW70HB5K9SLD","Explain what you see in this science diagram.","Please describe in detail the content of the following diagram. Please describe the objects and entities, their relationships, and the overall message of the diagram.","diagram, explanation, objects","$0.20","Thu Oct 28 10:06:39 PDT 2021","1","BatchId:4587462;OriginalHitTemplateId:928390877;","36000","259200","Wed Nov 03 10:07:20 PDT 2021","","","3NPFYT4IZMSEPIP6IJTOXKWR0W0GXN","A34QZDSTKZ3JO9","Submitted","Fri Oct 29 06:20:46 PDT 2021","Fri Oct 29 06:21:13 PDT 2021","Mon Nov 01 06:21:13 PDT 2021","","","","27","0% (0/0)","0% (0/0)","0% (0/0)","1002.png","The different feet of birds and their purposes are shown and explained."
"3909MD9T385XJY40MSSC3RFK9FLEFT","3554GQY3BTM3I1SX3RLW70HB5K9SLD","Explain what you see in this science diagram.","Please describe in detail the content of the following diagram. Please describe the objects and entities, their relationships, and the overall message of the diagram.","diagram, explanation, objects","$0.20","Thu Oct 28 10:06:42 PDT 2021","1","BatchId:4587462;OriginalHitTemplateId:928390877;","36000","259200","Wed Nov 03 10:07:20 PDT 2021","","","3TK8OJTYMB9SY6DALNIT38DYL9JVP1","A1V6CP5I0TOSAR","Submitted","Thu Oct 28 16:57:13 PDT 2021","Thu Oct 28 16:57:48 PDT 2021","Sun Oct 31 16:57:48 PDT 2021","","","","35","0% (0/0)","0% (0/0)","0% (0/0)","201.png","This is a tree diagram of the relational aspects of soil, trees and people."
"3R4QIDVOKY05DK44RH86L9UKXE6EEB","3554GQY3BTM3I1SX3RLW70HB5K9SLD","Explain what you see in this science diagram.","Please describe in detail the content of the following diagram. Please describe the objects and entities, their relationships, and the overall message of the diagram.","diagram, explanation, objects","$0.20","Thu Oct 28 10:06:42 PDT 2021","1","BatchId:4587462;OriginalHitTemplateId:928390877;","36000","259200","Wed Nov 03 10:07:20 PDT 2021","","","33FOTY3KEW9TI5O894CYCK7BXPB1CO","A1G94QON7A9K0N","Submitted","Fri Oct 29 04:21:43 PDT 2021","Fri Oct 29 04:23:11 PDT 2021","Mon Nov 01 04:23:11 PDT 2021","","","","88","100% (5/5)","100% (5/5)","100% (5/5)","2807.png","The food web of a cat is illustrated.  It consists of plants and animals."
"3FCO4VKO0D1K45PU49U0FZ23BR2E7P","3554GQY3BTM3I1SX3RLW70HB5K9SLD","Explain what you see in this science diagram.","Please describe in detail the content of the following diagram. Please describe the objects and entities, their relationships, and the overall message of the diagram.","diagram, explanation, objects","$0.20","Thu Oct 28 10:06:39 PDT 2021","1","BatchId:4587462;OriginalHitTemplateId:928390877;","36000","259200","Wed Nov 03 10:07:20 PDT 2021","","","39ZSFO5CAIKWZGLCLK34AQP3YFPJU9","A34QZDSTKZ3JO9","Submitted","Sat Oct 30 09:20:00 PDT 2021","Sat Oct 30 10:26:04 PDT 2021","Tue Nov 02 10:26:04 PDT 2021","","","","3964","0% (0/0)","0% (0/0)","0% (0/0)","1005.png","Different fittings and parts are shown and identified."
"3FVBZG9CMS2I64GC9BHXLNPTVTOH08","3554GQY3BTM3I1SX3RLW70HB5K9SLD","Explain what you see in this science diagram.","Please describe in detail the content of the following diagram. Please describe the objects and entities, their relationships, and the overall message of the diagram.","diagram, explanation, objects","$0.20","Thu Oct 28 10:06:42 PDT 2021","1","BatchId:4587462;OriginalHitTemplateId:928390877;","36000","259200","Wed Nov 03 10:07:20 PDT 2021","","","3RJSC4XJ1AI8CVUBYBLQK9IR0NA50M","A23LXQ5ZX2YONR","Submitted","Sat Oct 30 00:41:34 PDT 2021","Sat Oct 30 00:42:52 PDT 2021","Tue Nov 02 00:42:52 PDT 2021","","","","78","0% (0/0)","0% (0/0)","0% (0/0)","2015.png","This chart provides details on various factors in an ecosystem. The sun provides light to make grass grow, animals feed on the grass, predators eat those animals, and bacteria eats away at the dead animals."
